surah,verse,verse_id,translation,component_probability_00,component_probability_01,component_probability_02,component_probability_03,component_probability_04,component_probability_05,component_probability_06,component_probability_07,component_probability_08,component_probability_09,component_probability_10,component_probability_11,component_probability_12,component_probability_13,component_probability_14,component_probability_15,component_probability_16,component_probability_17,component_probability_18,component_probability_19,dominant_membership,membership_entropy
2,33,2:33,"He said, ""O Adam, inform them of their names."" And when he had informed them of their names, He said, ""Did I not tell you that I know the unseen [aspects] of the heavens and the earth? And I know what you reveal and what you have concealed.""",0.5272606,1.140577e-08,1.3124513e-07,1.524353e-07,6.878058e-09,2.464483e-06,3.9594474e-11,1.0473483e-06,0.0,3.628862e-12,1.9108587e-07,0.0002304473,0.002173086,0.000111336754,2.783109e-12,1.3793994e-14,2.2828045e-08,0.47022352,6.9305983e-10,1.4063173e-12,0,0.7086069526596958
2,34,2:34,"And [mention] when We said to the angels, ""Prostrate before Adam""; so they prostrated, except for Iblees. He refused and was arrogant and became of the disbelievers.",0.99633706,1.237897e-06,0.000111357156,1.1196663e-05,7.705418e-07,1.1531077e-06,2.923554e-07,0.0004334689,0.0,1.9520145e-14,2.400139e-07,1.656326e-05,0.0030113738,1.3280247e-05,9.6803114e-11,2.5896036e-13,1.0158376e-06,6.273459e-05,1.9140167e-08,2.5253094e-10,0,0.026640673100685405
2,35,2:35,"And We said, ""O Adam, dwell, you and your wife, in Paradise and eat therefrom in [ease and] abundance from wherever you will. But do not approach this tree, lest you be among the wrongdoers.""",0.24523635,1.9087459e-07,2.235382e-09,1.3263671e-08,2.6205482e-06,0.00028348534,1.3502652e-14,5.386577e-08,0.0,4.72309e-08,0.56616884,0.011206893,0.100529686,1.988664e-05,1.8512325e-09,0.062305156,8.9988695e-05,0.014152906,2.656315e-08,8.9212733e-07,10,1.1846625842063323
2,36,2:36,"But Satan caused them to slip out of it and removed them from that [condition] in which they had been. And We said, ""Go down, [all of you], as enemies to one another, and you will have upon the earth a place of settlement and provision for a time.""",0.7647753,4.9822795e-09,1.3547434e-07,2.7180752e-07,1.4437412e-06,0.1957284,1.5610963e-16,1.0645678e-07,0.0,1.7527708e-10,2.7160588e-11,9.647825e-05,0.038819198,2.4525643e-05,2.001795e-11,7.06074e-11,4.3285245e-12,0.0005565681,1.9617397e-08,5.7998896e-08,0,0.6557999856418695
2,37,2:37,"Then Adam received from his Lord [some] words, and He accepted his repentance. Indeed, it is He who is the Accepting of repentance, the Merciful.",0.00037008448,0.9995499,4.2529444e-10,2.0937538e-11,2.1894138e-08,4.0247548e-07,3.652905e-11,3.5894539e-07,0.0,6.9331455e-15,4.5545348e-10,7.603804e-07,3.0302692e-05,1.5277045e-09,1.1705687e-15,2.5257777e-13,1.8734523e-11,4.722827e-05,4.2311632e-10,3.9205594e-14,1,0.004182408884281595
2,38,2:38,"We said, ""Go down from it, all of you. And when guidance comes to you from Me, whoever follows My guidance - there will be no fear concerning them, nor will they grieve.",0.0027658595,1.3904147e-06,3.890765e-05,7.487745e-07,2.441922e-05,6.489065e-05,2.1423918e-11,1.6341839e-05,0.0,1.2653458e-12,3.7379952e-09,0.005832542,0.9792975,1.04881515e-07,8.499815e-09,1.5437496e-10,8.02135e-09,0.011955644,9.6870345e-11,5.4707294e-10,12,0.12119701413049962
2,39,2:39,"And those who disbelieve and deny Our signs - those will be companions of the Fire; they will abide therein eternally.""",0.00083637505,1.8030213e-12,7.286364e-06,5.6376696e-12,7.556926e-08,8.6905025e-09,4.762766e-16,0.013047522,0.0,7.086038e-22,1.5588703e-09,3.791583e-06,0.007923812,9.1551106e-10,5.151866e-14,1.8809716e-11,1.7168639e-10,1.16218465e-10,3.742312e-12,0.97817737,19,0.12259438452940022
2,40,2:40,"O Children of Israel, remember My favor which I have bestowed upon you and fulfill My covenant [upon you] that I will fulfill your covenant [from Me], and be afraid of [only] Me.",8.883074e-06,2.0314465e-07,2.9270384e-05,0.9831529,2.5979906e-08,1.3124414e-07,3.2509274e-14,3.7179312e-08,0.0,4.025559e-19,1.3085863e-08,0.00017344057,0.016631855,4.4517456e-10,6.6369722e-12,2.9505237e-13,4.901429e-08,2.3602e-06,6.288685e-09,4.098071e-12,3,0.08678456235336028
2,41,2:41,"And believe in what I have sent down confirming that which is [already] with you, and be not the first to disbelieve in it. And do not exchange My signs for a small price, and fear [only] Me.",3.7819205e-05,4.769279e-07,1.2561116e-05,4.18211e-09,1.2434765e-07,3.409862e-10,1.0763952e-12,0.0067380494,0.0,7.394876e-12,3.5265024e-09,0.21830253,0.7749068,3.2442475e-08,3.8723794e-10,5.192436e-12,1.126687e-08,1.3605068e-08,1.08462075e-07,1.2481734e-12,12,0.5640685756198743
2,42,2:42,And do not mix the truth with falsehood or conceal the truth while you know [it].,5.234096e-06,1.3073718e-11,1.3757054e-06,2.073795e-10,1.4956451e-07,1.066354e-11,5.5564516e-12,0.00012888025,0.0,5.3805516e-11,7.19753e-11,0.9978736,0.001992326,2.2623754e-12,7.605338e-08,2.8044636e-14,4.9668166e-08,1.5200645e-11,2.0944498e-10,5.151574e-13,11,0.015754311624398987
2,43,2:43,And establish prayer and give zakah and bow with those who bow [in worship and obedience].,4.774271e-05,6.018678e-09,0.5127999,8.217317e-06,6.498429e-05,6.248389e-10,7.115242e-13,9.056549e-06,0.0,9.26915e-16,3.5467698e-07,0.002153906,0.4849169,3.0628165e-08,2.4224911e-07,4.216215e-08,4.8823157e-10,8.404965e-07,1.0187903e-07,4.0303427e-09,2,0.7080082660581395
2,44,2:44,Do you order righteousness of the people and forget yourselves while you recite the Scripture? Then will you not reason?,0.00017190188,5.012995e-08,0.05976625,5.4630902e-05,1.0417222e-06,9.662349e-10,4.3198565e-08,0.028443886,0.0,6.440928e-19,3.9128913e-08,0.008516848,0.90304565,4.1198848e-07,8.2764633e-13,1.089489e-07,4.25134e-09,1.7336421e-07,1.938012e-08,1.2201286e-06,12,0.40438934933753384
2,45,2:45,"And seek help through patience and prayer, and indeed, it is difficult except for the humbly submissive [to Allah]",2.4144624e-09,8.7386474e-07,0.7689116,3.6382633e-10,3.0549315e-06,5.9531774e-13,1.5652357e-07,4.7467565e-06,0.0,6.804452e-20,3.8863993e-07,0.030393848,0.20068668,1.7561938e-07,6.723555e-07,1.6460394e-13,1.5240158e-07,1.3044413e-13,2.1728304e-09,2.5756163e-11,2,0.6306724278129185
2,46,2:46,Who are certain that they will meet their Lord and that they will return to Him.,0.000115410345,0.000100038706,1.06501575e-05,5.5116786e-11,7.807735e-07,1.1257994e-05,5.2819667e-16,0.10520882,0.0,3.6173003e-16,2.9938927e-12,0.0010221791,0.8932538,3.108961e-08,4.4059e-15,0.0002778262,1.5612507e-09,2.5537602e-11,1.1731818e-11,4.901072e-09,12,0.349287780944531
2,47,2:47,"O Children of Israel, remember My favor that I have bestowed upon you and that I preferred you over the worlds.",3.797722e-05,9.924728e-06,9.0656096e-05,0.94983774,4.3456097e-07,4.9753577e-05,1.149288e-12,8.607664e-07,0.0,8.3272034e-19,2.0744062e-08,6.9252244e-05,0.049808152,2.3882384e-07,2.1232086e-10,4.8805675e-09,2.0946747e-09,9.455122e-05,2.6175695e-07,3.2719443e-12,3,0.20168958306167192
2,48,2:48,"And fear a Day when no soul will suffice for another soul at all, nor will intercession be accepted from it, nor will compensation be taken from it, nor will they be aided.",1.0105767e-07,1.5082812e-11,2.753033e-07,3.2000414e-12,0.00214227,3.8954626e-10,5.2176477e-14,1.1216756e-05,0.0,2.5150946e-14,2.0817619e-09,0.0035134885,0.9943171,1.1393047e-05,1.5701432e-10,1.4824279e-06,1.5385158e-12,2.5271187e-12,6.936824e-07,1.614598e-11,12,0.038981204201974706
2,49,2:49,"And [recall] when We saved your forefathers from the people of Pharaoh, who afflicted you with the worst torment, slaughtering your [newborn] sons and keeping your females alive. And in that was a great trial from your Lord.",2.3445232e-06,9.359351e-11,3.043004e-10,0.9999809,1.2057502e-10,1.3103252e-07,5.7070763e-15,1.13456564e-10,0.0,1.1141164e-17,6.573251e-12,1.7323795e-07,1.5573696e-05,4.2372802e-12,7.765192e-17,4.022806e-14,3.7684154e-11,8.9492986e-13,7.515534e-14,8.882462e-14,3,0.00022665528504102857
2,50,2:50,And [recall] when We parted the sea for you and saved you and drowned the people of Pharaoh while you were looking on.,4.5535908e-05,1.286731e-09,4.8776244e-10,0.9590163,3.8313675e-11,0.040467646,2.4753166e-15,4.6657296e-09,0.0,7.019811e-11,6.479773e-10,7.5203294e-05,0.0003945786,6.954032e-11,7.4056934e-18,4.5352662e-13,6.762434e-11,1.0248065e-11,3.7968396e-12,3.123484e-10,3,0.17418413063542096
2,51,2:51,"And [recall] when We made an appointment with Moses for forty nights. Then you took [for worship] the calf after him, while you were wrongdoers.",0.0011011068,9.94635e-10,5.1327703e-10,0.9986505,2.811306e-08,2.0095332e-08,4.5790544e-14,3.543235e-10,0.0,1.3358351e-11,2.3222262e-06,8.3776365e-05,0.00016498378,3.603032e-09,8.257407e-15,4.476424e-16,3.0958788e-11,1.6971725e-10,3.249149e-10,4.291288e-11,3,0.011103205466844832
2,52,2:52,Then We forgave you after that so perhaps you would be grateful.,1.7317577e-08,0.74357355,4.260399e-09,1.2046371e-11,9.949841e-10,0.00041196554,2.1349287e-17,6.5818426e-09,0.0,3.4264261e-15,7.639159e-14,0.2548732,0.0011412546,7.858697e-11,5.068479e-12,2.3787773e-19,3.5252076e-11,2.6914703e-11,1.7240702e-10,7.7179445e-16,1,0.5796648589603955
2,53,2:53,And [recall] when We gave Moses the Scripture and criterion that perhaps you would be guided.,0.00057545915,1.8568986e-08,7.1835624e-05,0.99694526,6.257317e-08,6.084748e-09,1.5214897e-06,2.1904614e-05,0.0,6.8171825e-20,1.3158074e-11,0.00021633829,0.0021701036,6.047625e-11,1.2079042e-11,2.2884653e-14,3.3939926e-09,4.7818276e-08,1.6991493e-09,2.0803648e-09,3,0.02342121842944091
