audit_type,component,rank,verse_id,surah,verse,probability,translation
top_posterior,0,1,56:29,56,29,1.0,And [banana] trees layered [with fruit]
top_posterior,0,2,55:68,55,68,1.0,In both of them are fruit and palm trees and pomegranates.
top_posterior,0,3,84:18,84,18,1.0,And [by] the moon when it becomes full
top_posterior,0,4,75:8,75,8,1.0,And the moon darkens
top_posterior,0,5,51:1,51,1,1.0,By those [winds] scattering [dust] dispersing
top_posterior,0,6,40:72,40,72,1.0,In boiling water; then in the Fire they will be filled [with flame].
top_posterior,0,7,26:147,26,147,1.0,Within gardens and springs
top_posterior,0,8,80:29,80,29,1.0,And olive and palm trees
top_posterior,0,9,78:32,78,32,1.0,Gardens and grapevines
top_posterior,0,10,91:1,91,1,1.0,By the sun and its brightness
core_probability_ge_0.8,0,1,56:29,56,29,1.0,And [banana] trees layered [with fruit]
core_probability_ge_0.8,0,2,55:68,55,68,1.0,In both of them are fruit and palm trees and pomegranates.
core_probability_ge_0.8,0,3,84:18,84,18,1.0,And [by] the moon when it becomes full
core_probability_ge_0.8,0,4,75:8,75,8,1.0,And the moon darkens
core_probability_ge_0.8,0,5,51:1,51,1,1.0,By those [winds] scattering [dust] dispersing
core_probability_ge_0.8,0,6,40:72,40,72,1.0,In boiling water; then in the Fire they will be filled [with flame].
core_probability_ge_0.8,0,7,26:147,26,147,1.0,Within gardens and springs
core_probability_ge_0.8,0,8,80:29,80,29,1.0,And olive and palm trees
core_probability_ge_0.8,0,9,78:32,78,32,1.0,Gardens and grapevines
core_probability_ge_0.8,0,10,91:1,91,1,1.0,By the sun and its brightness
top_posterior,1,1,23:88,23,88,1.0,"Say, ""In whose hand is the realm of all things - and He protects while none can protect against Him - if you should know?"""
top_posterior,1,2,21:108,21,108,1.0,"Say, ""It is only revealed to me that your god is but one God; so will you be Muslims [in submission to Him]?"""
top_posterior,1,3,33:17,33,17,1.0,"Say, ""Who is it that can protect you from Allah if He intends for you an ill or intends for you a mercy?"" And they will not find for themselves besides Allah any protector or any helper."
top_posterior,1,4,34:24,34,24,1.0,"Say, ""Who provides for you from the heavens and the earth?"" Say, ""Allah. And indeed, we or you are either upon guidance or in clear error."""
top_posterior,1,5,27:59,27,59,1.0,"Say, [O Muhammad], ""Praise be to Allah, and peace upon His servants whom He has chosen. Is Allah better or what they associate with Him?"""
top_posterior,1,6,28:72,28,72,1.0,"Say, ""Have you considered: if Allah should make for you the day continuous until the Day of Resurrection, what deity other than Allah could bring you a night in which you may rest? Then will you not see?"""
top_posterior,1,7,18:110,18,110,1.0,"Say, ""I am only a man like you, to whom has been revealed that your god is one God. So whoever would hope for the meeting with his Lord - let him do righteous work and not associate in the worship of his Lord anyone."""
top_posterior,1,8,28:71,28,71,1.0,"Say, ""Have you considered: if Allah should make for you the night continuous until the Day of Resurrection, what deity other than Allah could bring you light? Then will you not hear?"""
top_posterior,1,9,28:49,28,49,1.0,"Say, ""Then bring a scripture from Allah which is more guiding than either of them that I may follow it, if you should be truthful."""
top_posterior,1,10,27:65,27,65,1.0,"Say, ""None in the heavens and earth knows the unseen except Allah, and they do not perceive when they will be resurrected."""
core_probability_ge_0.8,1,1,23:88,23,88,1.0,"Say, ""In whose hand is the realm of all things - and He protects while none can protect against Him - if you should know?"""
core_probability_ge_0.8,1,2,21:108,21,108,1.0,"Say, ""It is only revealed to me that your god is but one God; so will you be Muslims [in submission to Him]?"""
core_probability_ge_0.8,1,3,33:17,33,17,1.0,"Say, ""Who is it that can protect you from Allah if He intends for you an ill or intends for you a mercy?"" And they will not find for themselves besides Allah any protector or any helper."
core_probability_ge_0.8,1,4,34:24,34,24,1.0,"Say, ""Who provides for you from the heavens and the earth?"" Say, ""Allah. And indeed, we or you are either upon guidance or in clear error."""
core_probability_ge_0.8,1,5,27:59,27,59,1.0,"Say, [O Muhammad], ""Praise be to Allah, and peace upon His servants whom He has chosen. Is Allah better or what they associate with Him?"""
core_probability_ge_0.8,1,6,28:72,28,72,1.0,"Say, ""Have you considered: if Allah should make for you the day continuous until the Day of Resurrection, what deity other than Allah could bring you a night in which you may rest? Then will you not see?"""
