audit_type,component,rank,verse_id,surah,verse,probability,translation
top_posterior,0,1,55:40,55,40,1.0,So which of the favors of your Lord would you deny?
top_posterior,0,2,55:63,55,63,1.0,So which of the favors of your Lord would you deny? -
top_posterior,0,3,55:21,55,21,1.0,So which of the favors of your Lord would you deny?
top_posterior,0,4,55:61,55,61,1.0,So which of the favors of your Lord would you deny?
top_posterior,0,5,55:38,55,38,1.0,So which of the favors of your Lord would you deny? -
top_posterior,0,6,55:59,55,59,1.0,So which of the favors of your Lord would you deny?
top_posterior,0,7,55:13,55,13,1.0,So which of the favors of your Lord would you deny?
top_posterior,0,8,55:57,55,57,1.0,So which of the favors of your Lord would you deny? -
top_posterior,0,9,55:36,55,36,1.0,So which of the favors of your Lord would you deny?
top_posterior,0,10,55:55,55,55,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,0,1,55:40,55,40,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,0,2,55:63,55,63,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,0,3,55:21,55,21,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,0,4,55:61,55,61,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,0,5,55:38,55,38,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,0,6,55:59,55,59,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,0,7,55:13,55,13,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,0,8,55:57,55,57,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,0,9,55:36,55,36,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,0,10,55:55,55,55,1.0,So which of the favors of your Lord would you deny?
top_posterior,1,1,50:10,50,10,1.0,And lofty palm trees having fruit arranged in layers -
top_posterior,1,2,26:147,26,147,1.0,Within gardens and springs
top_posterior,1,3,26:148,26,148,1.0,And fields of crops and palm trees with softened fruit?
top_posterior,1,4,80:29,80,29,1.0,And olive and palm trees
top_posterior,1,5,80:28,80,28,1.0,And grapes and herbage
top_posterior,1,6,40:72,40,72,1.0,In boiling water; then in the Fire they will be filled [with flame].
top_posterior,1,7,78:32,78,32,1.0,Gardens and grapevines
top_posterior,1,8,56:29,56,29,1.0,And [banana] trees layered [with fruit]
top_posterior,1,9,55:68,55,68,1.0,In both of them are fruit and palm trees and pomegranates.
top_posterior,1,10,56:43,56,43,0.9999923,"And a shade of black smoke,"
core_probability_ge_0.8,1,1,50:10,50,10,1.0,And lofty palm trees having fruit arranged in layers -
core_probability_ge_0.8,1,2,26:147,26,147,1.0,Within gardens and springs
core_probability_ge_0.8,1,3,26:148,26,148,1.0,And fields of crops and palm trees with softened fruit?
core_probability_ge_0.8,1,4,80:29,80,29,1.0,And olive and palm trees
core_probability_ge_0.8,1,5,80:28,80,28,1.0,And grapes and herbage
core_probability_ge_0.8,1,6,40:72,40,72,1.0,In boiling water; then in the Fire they will be filled [with flame].
core_probability_ge_0.8,1,7,78:32,78,32,1.0,Gardens and grapevines
core_probability_ge_0.8,1,8,56:29,56,29,1.0,And [banana] trees layered [with fruit]
core_probability_ge_0.8,1,9,55:68,55,68,1.0,In both of them are fruit and palm trees and pomegranates.
core_probability_ge_0.8,1,10,56:43,56,43,0.9999923,"And a shade of black smoke,"
top_posterior,2,1,17:96,17,96,1.0,"Say, ""Sufficient is Allah as Witness between me and you. Indeed he is ever, concerning His servants, Acquainted and Seeing."""
top_posterior,2,2,17:107,17,107,1.0,"Say, ""Believe in it or do not believe. Indeed, those who were given knowledge before it - when it is recited to them, they fall upon their faces in prostration,"
top_posterior,2,3,18:110,18,110,1.0,"Say, ""I am only a man like you, to whom has been revealed that your god is one God. So whoever would hope for the meeting with his Lord - let him do righteous work and not associate in the worship of his Lord anyone."""
top_posterior,2,4,27:65,27,65,1.0,"Say, ""None in the heavens and earth knows the unseen except Allah, and they do not perceive when they will be resurrected."""
top_posterior,2,5,45:26,45,26,1.0,"Say, ""Allah causes you to live, then causes you to die; then He will assemble you for the Day of Resurrection, about which there is no doubt, but most of the people do not know."""
top_posterior,2,6,3:99,3,99,1.0,"Say, ""O People of the Scripture, why do you avert from the way of Allah those who believe, seeking to make it [seem] deviant, while you are witnesses [to the truth]? And Allah is not unaware of what you do."""
top_posterior,2,7,23:88,23,88,1.0,"Say, ""In whose hand is the realm of all things - and He protects while none can protect against Him - if you should know?"""
top_posterior,2,8,21:108,21,108,1.0,"Say, ""It is only revealed to me that your god is but one God; so will you be Muslims [in submission to Him]?"""
top_posterior,2,9,3:64,3,64,1.0,"Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah."" But if they turn away, then say, ""Bear witness that we are Muslims [submitting to Him]."""
top_posterior,2,10,12:108,12,108,1.0,"Say, ""This is my way; I invite to Allah with insight, I and those who follow me. And exalted is Allah; and I am not of those who associate others with Him."""
core_probability_ge_0.8,2,1,17:96,17,96,1.0,"Say, ""Sufficient is Allah as Witness between me and you. Indeed he is ever, concerning His servants, Acquainted and Seeing."""
core_probability_ge_0.8,2,2,17:107,17,107,1.0,"Say, ""Believe in it or do not believe. Indeed, those who were given knowledge before it - when it is recited to them, they fall upon their faces in prostration,"
core_probability_ge_0.8,2,3,18:110,18,110,1.0,"Say, ""I am only a man like you, to whom has been revealed that your god is one God. So whoever would hope for the meeting with his Lord - let him do righteous work and not associate in the worship of his Lord anyone."""
core_probability_ge_0.8,2,4,27:65,27,65,1.0,"Say, ""None in the heavens and earth knows the unseen except Allah, and they do not perceive when they will be resurrected."""
core_probability_ge_0.8,2,5,45:26,45,26,1.0,"Say, ""Allah causes you to live, then causes you to die; then He will assemble you for the Day of Resurrection, about which there is no doubt, but most of the people do not know."""
core_probability_ge_0.8,2,6,3:99,3,99,1.0,"Say, ""O People of the Scripture, why do you avert from the way of Allah those who believe, seeking to make it [seem] deviant, while you are witnesses [to the truth]? And Allah is not unaware of what you do."""
core_probability_ge_0.8,2,7,23:88,23,88,1.0,"Say, ""In whose hand is the realm of all things - and He protects while none can protect against Him - if you should know?"""
core_probability_ge_0.8,2,8,21:108,21,108,1.0,"Say, ""It is only revealed to me that your god is but one God; so will you be Muslims [in submission to Him]?"""
core_probability_ge_0.8,2,9,3:64,3,64,1.0,"Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah."" But if they turn away, then say, ""Bear witness that we are Muslims [submitting to Him]."""
core_probability_ge_0.8,2,10,12:108,12,108,1.0,"Say, ""This is my way; I invite to Allah with insight, I and those who follow me. And exalted is Allah; and I am not of those who associate others with Him."""
top_posterior,3,1,10:90,10,90,1.0,"And We took the Children of Israel across the sea, and Pharaoh and his soldiers pursued them in tyranny and enmity until, when drowning overtook him, he said, ""I believe that there is no deity except that in whom the Children of Israel believe, and I am of the Muslims."""
top_posterior,3,2,10:83,10,83,1.0,"But no one believed Moses, except [some] youths among his people, for fear of Pharaoh and his establishment that they would persecute them. And indeed, Pharaoh was haughty within the land, and indeed, he was of the transgressors"
top_posterior,3,3,10:88,10,88,1.0,"And Moses said, ""Our Lord, indeed You have given Pharaoh and his establishment splendor and wealth in the worldly life, our Lord, that they may lead [men] astray from Your way. Our Lord, obliterate their wealth and harden their hearts so that they will not believe until they see the painful punishment."""
top_posterior,3,4,43:51,43,51,1.0,"And Pharaoh called out among his people; he said, ""O my people, does not the kingdom of Egypt belong to me, and these rivers flowing beneath me; then do you not see?"
top_posterior,3,5,40:26,40,26,1.0,"And Pharaoh said, ""Let me kill Moses and let him call upon his Lord. Indeed, I fear that he will change your religion or that he will cause corruption in the land."""
top_posterior,3,6,20:49,20,49,1.0,"[Pharaoh] said, ""So who is the Lord of you two, O Moses?"""
