audit_type,component,rank,verse_id,surah,verse,probability,translation
top_posterior,0,1,6:97,6,97,1.0,And it is He who placed for you the stars that you may be guided by them through the darknesses of the land and sea. We have detailed the signs for a people who know.
top_posterior,0,2,26:8,26,8,1.0,"Indeed in that is a sign, but most of them were not to be believers."
top_posterior,0,3,26:121,26,121,1.0,"Indeed in that is a sign, but most of them were not to be believers."
top_posterior,0,4,26:103,26,103,1.0,"Indeed in that is a sign, but most of them were not to be believers."
top_posterior,0,5,26:67,26,67,1.0,"Indeed in that is a sign, but most of them were not to be believers."
top_posterior,0,6,26:190,26,190,1.0,"Indeed in that is a sign, but most of them were not to be believers."
top_posterior,0,7,26:174,26,174,1.0,"Indeed in that is a sign, but most of them were not to be believers."
top_posterior,0,8,6:109,6,109,1.0,"And they swear by Allah their strongest oaths that if a sign came to them, they would surely believe in it. Say, ""The signs are only with Allah."" And what will make you perceive that even if a sign came, they would not believe."
top_posterior,0,9,7:146,7,146,1.0,"I will turn away from My signs those who are arrogant upon the earth without right; and if they should see every sign, they will not believe in it. And if they see the way of consciousness, they will not adopt it as a way; but if they see the way of error, they will adopt it as a way. That is because they have denied Our signs and they were heedless of them."
top_posterior,0,10,30:22,30,22,1.0,And of His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Indeed in that are signs for those of knowledge.
core_probability_ge_0.8,0,1,6:97,6,97,1.0,And it is He who placed for you the stars that you may be guided by them through the darknesses of the land and sea. We have detailed the signs for a people who know.
core_probability_ge_0.8,0,2,26:8,26,8,1.0,"Indeed in that is a sign, but most of them were not to be believers."
core_probability_ge_0.8,0,3,26:121,26,121,1.0,"Indeed in that is a sign, but most of them were not to be believers."
core_probability_ge_0.8,0,4,26:103,26,103,1.0,"Indeed in that is a sign, but most of them were not to be believers."
core_probability_ge_0.8,0,5,26:67,26,67,1.0,"Indeed in that is a sign, but most of them were not to be believers."
core_probability_ge_0.8,0,6,26:190,26,190,1.0,"Indeed in that is a sign, but most of them were not to be believers."
core_probability_ge_0.8,0,7,26:174,26,174,1.0,"Indeed in that is a sign, but most of them were not to be believers."
core_probability_ge_0.8,0,8,6:109,6,109,1.0,"And they swear by Allah their strongest oaths that if a sign came to them, they would surely believe in it. Say, ""The signs are only with Allah."" And what will make you perceive that even if a sign came, they would not believe."
core_probability_ge_0.8,0,9,7:146,7,146,1.0,"I will turn away from My signs those who are arrogant upon the earth without right; and if they should see every sign, they will not believe in it. And if they see the way of consciousness, they will not adopt it as a way; but if they see the way of error, they will adopt it as a way. That is because they have denied Our signs and they were heedless of them."
core_probability_ge_0.8,0,10,30:22,30,22,1.0,And of His signs is the creation of the heavens and the earth and the diversity of your languages and your colors. Indeed in that are signs for those of knowledge.
top_posterior,1,1,55:40,55,40,1.0,So which of the favors of your Lord would you deny?
top_posterior,1,2,55:63,55,63,1.0,So which of the favors of your Lord would you deny? -
top_posterior,1,3,55:21,55,21,1.0,So which of the favors of your Lord would you deny?
top_posterior,1,4,55:61,55,61,1.0,So which of the favors of your Lord would you deny?
top_posterior,1,5,55:38,55,38,1.0,So which of the favors of your Lord would you deny? -
top_posterior,1,6,55:59,55,59,1.0,So which of the favors of your Lord would you deny?
top_posterior,1,7,55:13,55,13,1.0,So which of the favors of your Lord would you deny?
top_posterior,1,8,55:57,55,57,1.0,So which of the favors of your Lord would you deny? -
top_posterior,1,9,55:36,55,36,1.0,So which of the favors of your Lord would you deny?
top_posterior,1,10,55:55,55,55,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,1,1,55:40,55,40,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,1,2,55:63,55,63,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,1,3,55:21,55,21,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,1,4,55:61,55,61,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,1,5,55:38,55,38,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,1,6,55:59,55,59,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,1,7,55:13,55,13,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,1,8,55:57,55,57,1.0,So which of the favors of your Lord would you deny? -
core_probability_ge_0.8,1,9,55:36,55,36,1.0,So which of the favors of your Lord would you deny?
core_probability_ge_0.8,1,10,55:55,55,55,1.0,So which of the favors of your Lord would you deny?
top_posterior,2,1,80:12,80,12,1.0,So whoever wills may remember it.
top_posterior,2,2,53:33,53,33,1.0,Have you seen the one who turned away
top_posterior,2,3,26:198,26,198,0.9999923,And even if We had revealed it to one among the foreigners
top_posterior,2,4,23:65,23,65,0.9999923,"Do not cry out today. Indeed, by Us you will not be helped."
top_posterior,2,5,54:15,54,15,0.9999923,"And We left it as a sign, so is there any who will remember?"
top_posterior,2,6,68:52,68,52,0.99998474,But it is not except a reminder to the worlds.
top_posterior,2,7,78:1,78,1,0.99998474,About what are they asking one another?
top_posterior,2,8,56:87,56,87,0.99998474,"Bring it back, if you should be truthful?"
top_posterior,2,9,71:9,71,9,0.99998474,Then I announced to them and [also] confided to them secretly
top_posterior,2,10,7:183,7,183,0.9999695,"And I will give them time. Indeed, my plan is firm."
core_probability_ge_0.8,2,1,80:12,80,12,1.0,So whoever wills may remember it.
core_probability_ge_0.8,2,2,53:33,53,33,1.0,Have you seen the one who turned away
core_probability_ge_0.8,2,3,26:198,26,198,0.9999923,And even if We had revealed it to one among the foreigners
core_probability_ge_0.8,2,4,23:65,23,65,0.9999923,"Do not cry out today. Indeed, by Us you will not be helped."
core_probability_ge_0.8,2,5,54:15,54,15,0.9999923,"And We left it as a sign, so is there any who will remember?"
core_probability_ge_0.8,2,6,68:52,68,52,0.99998474,But it is not except a reminder to the worlds.
core_probability_ge_0.8,2,7,78:1,78,1,0.99998474,About what are they asking one another?
core_probability_ge_0.8,2,8,56:87,56,87,0.99998474,"Bring it back, if you should be truthful?"
core_probability_ge_0.8,2,9,71:9,71,9,0.99998474,Then I announced to them and [also] confided to them secretly
core_probability_ge_0.8,2,10,7:183,7,183,0.9999695,"And I will give them time. Indeed, my plan is firm."
top_posterior,3,1,4:25,4,25,1.0,"And whoever among you cannot [find] the means to marry free, believing women, then [he may marry] from those whom your right hands possess of believing slave girls. And Allah is most knowing about your faith. You [believers] are of one another. So marry them with the permission of their people and give them their due compensation according to what is acceptable. [They should be] chaste, neither [of] those who commit unlawful intercourse randomly nor those who take [secret] lovers. But once they are sheltered in marriage, if they should commit adultery, then for them is half the punishment for free [unmarried] women. This [allowance] is for him among you who fears sin, but to be patient is better for you. And Allah is Forgiving and Merciful."
top_posterior,3,2,33:50,33,50,1.0,"O Prophet, indeed We have made lawful to you your wives to whom you have given their due compensation and those your right hand possesses from what Allah has returned to you [of captives] and the daughters of your paternal uncles and the daughters of your paternal aunts and the daughters of your maternal uncles and the daughters of your maternal aunts who emigrated with you and a believing woman if she gives herself to the Prophet [and] if the Prophet wishes to marry her, [this is] only for you, excluding the [other] believers. We certainly know what We have made obligatory upon them concerning their wives and those their right hands possess, [but this is for you] in order that there will be upon you no discomfort. And ever is Allah Forgiving and Merciful."
top_posterior,3,3,33:36,33,36,1.0,"It is not for a believing man or a believing woman, when Allah and His Messenger have decided a matter, that they should [thereafter] have any choice about their affair. And whoever disobeys Allah and His Messenger has certainly strayed into clear error."
top_posterior,3,4,4:19,4,19,1.0,"O you who have believed, it is not lawful for you to inherit women by compulsion. And do not make difficulties for them in order to take [back] part of what you gave them unless they commit a clear immorality. And live with them in kindness. For if you dislike them - perhaps you dislike a thing and Allah makes therein much good."
top_posterior,3,5,33:37,33,37,1.0,"And [remember, O Muhammad], when you said to the one on whom Allah bestowed favor and you bestowed favor, ""Keep your wife and fear Allah,"" while you concealed within yourself that which Allah is to disclose. And you feared the people, while Allah has more right that you fear Him. So when Zayd had no longer any need for her, We married her to you in order that there not be upon the believers any discomfort concerning the wives of their adopted sons when they no longer have need of them. And ever is the command of Allah accomplished."
top_posterior,3,6,33:51,33,51,1.0,"You, [O Muhammad], may put aside whom you will of them or take to yourself whom you will. And any that you desire of those [wives] from whom you had [temporarily] separated - there is no blame upon you [in returning her]. That is more suitable that they should be content and not grieve and that they should be satisfied with what you have given them - all of them. And Allah knows what is in your hearts. And ever is Allah Knowing and Forbearing."
top_posterior,3,7,33:52,33,52,1.0,"Not lawful to you, [O Muhammad], are [any additional] women after [this], nor [is it] for you to exchange them for [other] wives, even if their beauty were to please you, except what your right hand possesses. And ever is Allah, over all things, an Observer."
